3844.690473020841	8.0
3845.055224284984	7.0
3845.4199630223575	7.0
3845.784689229299	4.0
3846.1494029021487	6.0
3846.5141040372437	4.0
3846.8787926309224	2.0
3847.243468679525	2.0
3847.608132179388	1.0
3847.97278312685	2.0
3848.3374215182507	1.0
3848.702047349928	3.0
3849.06666061822	5.0
3849.431261319465	17.0
3849.795849450003	29.0
3850.1604250061714	32.0
3850.5249879843086	33.0
3850.8895383807526	34.0
3851.2540761918426	30.0
3851.618601413917	26.0
3851.9831140433143	10.0
3852.347614076373	3.0
3852.712101509431	1.0
3853.076576338828	3.0
3853.4410385609012	2.0
3853.80548817199	2.0
3854.1699251684317	2.0
3854.534349546566	3.0
3854.8987613027307	3.0
3855.263160433264	3.0
3855.6275469345055	2.0
3855.991920802794	2.0
3856.356282034466	3.0
3856.7206306258604	3.0
3857.0849665733167	2.0
3857.4492898731733	1.0
3857.8136005217675	4.0
3858.177898515439	2.0
3858.542183850526	1.0
3858.9064565233666	3.0
3859.2707165303004	2.0
3859.634963867664	3.0
3859.999198531797	1.0
3860.363420519038	4.0
3860.7276298257248	3.0
3861.091826448196	1.0
3861.4560103827907	1.0
3861.820181625847	2.0
3862.184340173704	3.0
3862.5484860226993	1.0
3862.912619169171	1.0
3863.2767396094587	2.0
3863.6408473399	0.0
3864.0049423568344	2.0
3864.369024656599	2.0
3864.7330942355334	3.0
3865.0971510899763	2.0
3865.461195216265	1.0
3865.8252266107384	3.0
3866.189245269735	4.0
3866.5532511895935	2.0
3866.917244366652	2.0
3867.2812247972497	8.0
3867.6451924777243	22.0
3868.009147404415	26.0
3868.37308957366	21.0
3868.737018981797	24.0
3869.100935625165	25.0
3869.464839500103	20.0
3869.828730602949	14.0
3870.1926089300414	4.0
3870.556474477719	2.0
3870.9203272423197	2.0
3871.2841672201835	4.0
3871.6479944076464	5.0
3872.0118088010486	4.0
3872.375610396728	4.0
3872.7393991910235	4.0
3873.1031751802734	4.0
3873.4669383608157	4.0
3873.8306887289896	3.0
3874.194426281134	3.0
3874.5581510135858	5.0
3874.9218629226843	4.0
3875.2855620047676	5.0
3875.649248256175	7.0
3876.0129216732444	7.0
3876.3765822523146	5.0
3876.740229989723	2.0
3877.1038648818108	0.0
3877.4674869249134	3.0
3877.8310961153707	1.0
3878.1946924495205	1.0
3878.5582759237022	1.0
3878.9218465342533	2.0
3879.2854042775134	3.0
3879.6489491498196	4.0
3880.0124811475116	4.0
3880.3760002669287	4.0
3880.7395065044066	5.0
3881.1029998562854	4.0
3881.4664803189035	3.0
3881.8299478885992	2.0
3882.193402561711	1.0
3882.5568443345783	1.0
3882.920273203538	1.0
3883.2836891649304	2.0
3883.6470922150916	4.0
3884.0104823503616	2.0
3884.3738595670784	1.0
3884.7372238615812	1.0
3885.1005752302076	0.0
3885.4639136692967	0.0
3885.8272391751866	4.0
3886.190551744217	2.0
3886.5538513727242	2.0
3886.917138057048	2.0
3887.280411793526	1.0
3887.643672578498	1.0
3888.006920408301	3.0
3888.370155279275	2.0
3888.7333771877575	1.0
3889.096586130088	2.0
3889.459782102603	2.0
3889.8229651016427	3.0
3890.186135123545	2.0
3890.549292164648	5.0
3890.9124362212906	6.0
3891.2755672898115	12.0
3891.638685366549	11.0
3892.001790447841	13.0
3892.364882530028	11.0
3892.7279616094456	11.0
3893.0910276824334	8.0
3893.454080745331	4.0
3893.817120794475	5.0
3894.1801478262055	4.0
3894.5431618368602	5.0
3894.9061628227773	6.0
3895.269150780297	4.0
3895.6321257057552	3.0
3895.995087595492	4.0
3896.358036445845	2.0
3896.7209722531534	2.0
3897.0838950137554	3.0
3897.4468047239898	4.0
3897.8097013801944	3.0
3898.172584978709	2.0
3898.5354555158706	1.0
3898.898312988018	2.0
3899.2611573914896	4.0
3899.6239887226243	4.0
3899.986806977761	3.0
3900.349612153237	3.0
3900.7124042453916	4.0
